0 1 1 1
1 2 2 3
2 3 3 7
3 4 3 15
4 5 4 31
5 6 4 63
6 7 4 127
7 8 4 255
8 9 5 511
9 10 5 1023
10 11 5 2047
11 12 5 4095
12 13 5 8191
13 14 5 16383
14 15 5 32767
15 16 5 65535
16 17 6 131071
17 18 6 262143
18 19 6 524287
19 20 6 1048575
20 21 6 2097151
21 22 6 4194303
22 23 6 8388607
23 24 6 16777215
24 25 6 33554431
25 26 6 67108863
